esd,record_time,soc,pack_voltage (V),charge_current (A),max_cell_voltage (V),min_cell_voltage (V),max_temperature (¡æ),min_temperature (¡æ),available_energy (kw),available_capacity (Ah)
3071699,2015/9/4 16:00,26.4,328.3,-22.5,3.656,3.644,33,32,11.93,35.88
9319901,2015/9/8 16:42,26.4,328.3,-22.5,3.656,3.644,33,32,11.95,35.93
1466557,2015/9/9 13:17,26.4,328.3,-22.5,3.656,3.643,33,32,11.97,35.98
6841106,2015/9/10 13:14,26.4,328.3,-22.5,3.656,3.644,33,32,11.99,36.05
2866748,2015/9/10 17:36,26.4,328.3,-22.5,3.656,3.644,33,32,12.01,36.1
9328629,2015/9/10 19:33,26.4,328.3,-22.5,3.656,3.644,33,32,12.02,36.15
7589250,2015/9/16 14:03,26.4,328.3,-22.5,3.656,3.644,33,32,12.04,36.2
9666597,2015/9/16 15:24,26.8,328.3,-22.5,3.656,3.644,33,32,12.06,36.25
7823660,2015/9/16 16:18,26.8,328.3,-22.5,3.657,3.644,33,32,12.07,36.3
6535290,2015/9/17 13:24,26.8,328.5,-22.5,3.657,3.644,33,32,12.08,36.34
8836927,2015/9/17 17:09,26.8,328.3,-22.5,3.657,3.644,33,32,12.11,36.39
3366363,2015/9/18 13:00,26.8,328.3,-22.5,3.657,3.644,33,32,12.13,36.46
6962786,2015/9/21 13:16,26.8,328.5,-22.5,3.656,3.646,33,32,12.14,36.51
4821714,2015/9/22 13:06,26.8,328.5,-22.5,3.657,3.645,33,32,12.16,36.57
3990185,2015/9/22 17:17,26.8,328.5,-22.5,3.657,3.645,33,32,12.18,36.61
5654142,2015/9/23 10:54,26.8,328.5,-22.5,3.657,3.645,33,32,12.19,36.66
6985154,2015/9/23 16:54,26.8,328.5,-22.5,3.657,3.645,33,32,12.21,36.71
2817368,2015/9/24 13:01,27.2,328.5,-22.5,3.657,3.646,33,32,12.23,36.76
9044406,2015/9/24 17:15,27.2,328.5,-22.5,3.657,3.645,33,32,12.24,36.81
4681905,2015/9/28 13:00,27.2,328.5,-22.5,3.657,3.646,33,32,12.26,36.87
6153695,2015/9/28 17:00,27.2,328.5,-22.5,3.657,3.646,33,32,12.28,36.92
6012875,2015/9/28 18:23,27.2,328.5,-22.5,3.657,3.645,33,32,12.3,36.97
9330222,2015/9/29 16:42,27.2,328.5,-22.5,3.658,3.646,33,32,12.31,37.03
3795699,2015/9/30 13:27,27.2,328.6,-22.5,3.657,3.646,33,32,12.33,37.08
9481325,2015/9/30 17:12,27.2,328.6,-22.5,3.657,3.645,33,32,12.35,37.13
1853161,2015/10/1 13:09,27.2,328.6,-22.5,3.657,3.646,33,32,12.36,37.18
5446583,2015/8/18 11:51,27.2,328.5,-22.5,3.658,3.646,33,32,12.38,37.23
4613021,2015/8/19 17:35,27.2,328.6,-22.5,3.658,3.646,33,32,12.4,37.29
5055800,2015/3/19 16:02,27.6,328.6,-22.5,3.658,3.646,33,32,12.42,37.34
6919729,2015/3/23 15:59,27.6,328.6,-22.5,3.658,3.647,33,32,12.44,37.39
5906960,2015/3/24 16:17,27.6,328.6,-22.5,3.659,3.647,33,32,12.45,37.44
5129400,2015/4/8 12:48,27.6,328.5,-22.5,3.659,3.646,33,32,12.47,37.49
4842703,2015/2/20 20:57,27.6,328.6,-22.5,3.658,3.647,33,32,12.49,37.56
7989311,2015/2/24 20:50,27.6,328.6,-22.5,3.659,3.646,33,32,12.5,37.59
9566229,2015/1/14 13:36,27.6,328.6,-22.5,3.66,3.647,34,32,12.52,37.64
2977982,2015/1/15 13:51,27.6,328.6,-22.5,3.659,3.647,34,32,12.54,37.69
9472597,2015/1/16 15:34,27.6,328.6,-22.5,3.659,3.646,34,32,12.56,37.76
6540059,2015/1/20 13:05,27.6,328.6,-22.5,3.659,3.647,34,32,12.57,37.81
7421955,2015/1/20 16:18,28,328.6,-22.5,3.66,3.648,34,32,12.59,37.86
4789991,2015/1/21 13:34,28,328.6,-22.5,3.66,3.647,34,32,12.61,37.91
4185441,2015/1/22 13:45,28,328.6,-22.5,3.66,3.647,34,32,12.62,37.96
6133324,2015/1/22 19:29,28,328.6,-22.5,3.66,3.647,34,32,12.64,38.01
9051503,2015/1/29 17:47,28,328.8,-22.5,3.66,3.647,34,32,12.66,38.06
5324573,2015/2/6 14:27,28,328.8,-22.5,3.66,3.648,34,32,12.68,38.12
9101769,2015/2/11 13:21,28,328.8,-22.5,3.66,3.648,34,32,12.7,38.18
4322385,2015/2/11 18:13,28,328.8,-22.5,3.66,3.648,34,32,12.71,38.23
1784534,2015/2/12 12:46,28,328.8,-22.5,3.66,3.648,34,32,12.73,38.28
8053399,2015/2/12 16:50,28,328.8,-22.5,3.66,3.647,34,32,12.75,38.33
2630978,2015/2/19 14:16,28,328.8,-22.5,3.661,3.648,34,32,12.76,38.38
3673354,2015/2/20 13:05,28.4,328.8,-22.5,3.661,3.648,34,32,12.78,38.43
6048004,2015/2/24 14:01,28.4,328.8,-22.5,3.661,3.648,34,32,12.8,38.47
8630811,2015/3/11 16:01,28.4,328.8,-22.5,3.661,3.648,34,32,12.82,38.54
7093670,2014/11/18 15:01,28.4,328.8,-22.5,3.66,3.649,34,32,12.83,38.59
3730551,2014/11/19 19:01,28.4,328.8,-22.5,3.661,3.649,34,32,12.85,38.64
7080329,2014/11/20 19:20,28.4,328.8,-22.5,3.661,3.648,34,32,12.87,38.69
3829635,2014/11/21 19:02,28.4,328.9,-22.5,3.661,3.649,34,32,12.88,38.74
6139758,2014/11/24 17:16,28.4,328.8,-22.5,3.661,3.649,34,32,12.9,38.81
2654056,2014/11/25 16:57,28.4,328.8,-22.5,3.662,3.649,34,32,12.92,38.84
7390629,2014/12/1 18:05,28.4,328.9,-22.5,3.661,3.65,34,32,12.93,38.89
5669861,2014/12/2 17:24,28.8,328.9,-22.5,3.662,3.65,34,32,12.95,38.96
3025002,2014/12/15 12:54,28.8,328.9,-22.5,3.662,3.649,34,32,12.98,39
7371202,2014/12/17 17:25,28.8,328.9,-22.5,3.662,3.65,34,32,12.99,39.05
5767563,2014/12/18 14:04,28.8,328.9,-22.5,3.661,3.65,34,32,13,39.1
4312867,2015/1/5 17:14,28.8,328.9,-22.5,3.663,3.649,34,32,13.02,39.15
4568756,2015/1/6 13:11,28.8,328.9,-22.5,3.662,3.65,34,32,13.04,39.2
9866287,2015/1/28 18:49,28.8,328.9,-22.5,3.661,3.65,34,32,13.05,39.25
3892724,2015/1/29 13:33,28.8,328.9,-22.5,3.662,3.651,34,32,13.08,39.32
8362719,2015/1/29 14:15,28.8,328.9,-22.5,3.662,3.65,34,32,13.09,39.37
9502349,2015/1/30 12:02,28.8,328.9,-22.5,3.663,3.65,34,32,13.11,39.42
1233865,2015/2/10 16:54,28.8,328.9,-22.5,3.663,3.65,34,32,13.13,39.47
5756621,2015/2/11 19:50,29.2,328.9,-22.5,3.663,3.65,34,32,13.14,39.52
9310274,2015/2/12 19:25,29.2,328.9,-22.5,3.663,3.65,34,32,13.16,39.57
6607225,2015/2/13 15:34,29.2,328.9,-22.5,3.662,3.652,34,32,13.18,39.62
4253199,2015/2/17 16:53,29.2,328.9,-22.5,3.663,3.651,34,32,13.19,39.67
3834284,2015/2/19 12:18,29.2,328.9,-22.5,3.663,3.65,34,32,13.21,39.72
5387517,2015/2/24 17:49,29.2,328.9,-22.5,3.662,3.651,34,32,13.23,39.77
5528232,2015/2/25 19:12,29.2,328.9,-22.5,3.663,3.651,34,32,13.24,39.82
5285180,2015/3/10 11:38,29.2,329.1,-22.5,3.664,3.651,34,32,13.26,39.89
9855221,2015/3/11 20:00,29.2,328.9,-22.5,3.664,3.65,34,32,13.28,39.94
5770371,2015/3/13 17:57,29.2,328.9,-22.5,3.664,3.651,34,32,13.3,39.99
1471021,2015/3/19 19:47,29.6,329.1,-22.5,3.664,3.651,34,32,13.31,40.04
3536729,2015/3/23 12:19,29.6,329.1,-22.5,3.664,3.652,34,32,13.34,40.09
3830144,2015/3/24 11:37,29.6,329.1,-22.5,3.664,3.651,34,32,13.35,40.14
8007689,2015/3/25 14:00,29.6,329.1,-22.5,3.664,3.652,34,32,13.36,40.19
2142462,2015/3/26 16:46,29.6,329.1,-22.5,3.664,3.651,34,32,13.38,40.24
7591864,2015/3/27 14:03,29.6,329.1,-22.5,3.665,3.651,34,32,13.4,40.29
6082608,2015/3/30 14:23,29.6,329.1,-22.5,3.665,3.653,34,32,13.42,40.35
5151634,2015/3/31 15:34,29.6,329.1,-22.5,3.664,3.653,34,32,13.44,40.4
5006104,2015/4/1 15:28,29.6,329.1,-22.5,3.664,3.652,34,32,13.45,40.45
1644003,2015/4/2 11:28,29.6,329.1,-22.5,3.664,3.652,34,32,13.47,40.5
9959617,2015/4/9 15:51,29.6,329.2,-22.5,3.664,3.653,34,32,13.49,40.55
3783080,2015/4/13 19:14,30,329.1,-22.5,3.664,3.653,34,32,13.51,40.62
2096115,2015/4/15 13:15,30,329.1,-22.5,3.665,3.653,34,32,13.52,40.65
6841561,2015/4/15 14:28,30,329.2,-22.5,3.665,3.654,34,32,13.54,40.7
7049550,2015/4/15 17:57,30,329.1,-22.5,3.665,3.653,34,32,13.55,40.75
4275838,2015/4/24 14:17,30,329.2,-22.5,3.665,3.653,34,32,13.57,40.82
6235741,2015/4/28 19:45,30,329.2,-22.5,3.665,3.653,34,32,13.59,40.86
9577350,2015/5/8 13:51,30,329.2,-22.5,3.665,3.654,34,32,13.61,40.91
4734743,2015/6/4 15:32,30,329.2,-22.5,3.666,3.653,34,32,13.62,40.96
7776052,2015/7/21 13:43,30,329.2,-22.5,3.665,3.653,34,32,13.64,41.01
3990853,2015/4/8 18:33,30,329.2,-22.5,3.666,3.654,34,32,13.67,41.09
4459427,2015/4/9 18:42,30.4,329.2,-22.5,3.666,3.654,34,32,13.68,41.13
7635898,2015/4/10 18:17,30.4,329.2,-22.5,3.666,3.654,34,32,13.69,41.18
8969594,2015/4/13 18:22,30.4,329.2,-22.5,3.666,3.654,34,32,13.72,41.23
7197033,2015/4/14 18:28,30.4,329.2,-22.5,3.666,3.653,34,32,13.73,41.28
4884677,2015/4/15 17:31,30.4,329.2,-22.5,3.666,3.654,34,32,13.74,41.33
2147361,2015/4/16 18:17,30.4,329.2,-22.5,3.666,3.654,34,32,13.77,41.38
3770628,2015/4/17 18:12,30.4,329.2,-22.5,3.667,3.655,34,32,13.78,41.43
9801335,2015/4/20 12:53,30.4,329.2,-22.5,3.666,3.654,34,32,13.8,41.48
7641189,2015/4/21 16:42,30.4,329.2,-22.5,3.666,3.654,34,32,13.81,41.53
1771880,2015/4/22 17:35,30.4,329.2,-22.5,3.667,3.654,34,32,13.83,41.58
6289147,2015/4/23 12:58,30.4,329.4,-22.5,3.667,3.655,34,32,13.85,41.63
3952058,2015/4/24 17:38,30.8,329.4,-22.5,3.667,3.654,34,32,13.87,41.7
5767031,2015/4/27 12:53,30.8,329.4,-22.5,3.666,3.654,34,32,13.88,41.75
1974663,2015/4/28 12:28,30.8,329.4,-22.5,3.667,3.654,34,32,13.9,41.8
7943741,2015/4/29 12:53,30.8,329.4,-22.5,3.668,3.654,34,32,13.92,41.85
4147556,2015/4/30 13:04,30.8,329.4,-22.5,3.668,3.654,34,32,13.93,41.9
1509895,2015/5/1 18:23,30.8,329.4,-22.5,3.668,3.656,34,32,13.95,41.95
6432670,2015/5/4 13:45,30.8,329.4,-22.5,3.667,3.655,34,32,13.97,42
7871544,2015/5/5 19:39,30.8,329.4,-22.5,3.668,3.656,34,32,13.98,42.05
5055422,2015/5/6 12:38,30.8,329.4,-22.5,3.668,3.656,34,32,14,42.1
9982427,2015/5/7 17:32,30.8,329.6,-22.5,3.668,3.656,34,32,14.02,42.15
1092006,2015/5/8 16:39,31.2,329.4,-22.5,3.668,3.655,34,32,14.04,42.21
2735458,2015/5/11 17:54,31.2,329.6,-22.5,3.668,3.655,34,32,14.05,42.26
7627992,2015/5/12 18:06,31.2,329.4,-22.5,3.668,3.656,34,32,14.08,42.32
1718423,2015/5/13 18:02,31.2,329.6,-22.5,3.668,3.656,34,32,14.09,42.37
9192828,2015/5/14 13:03,31.2,329.6,-22.5,3.669,3.656,34,32,14.1,42.42
1572979,2015/5/15 17:44,31.2,329.4,-22.5,3.669,3.656,34,32,14.13,42.46
3487904,2015/5/18 17:38,31.2,329.6,-22.5,3.668,3.657,34,32,14.14,42.51
6763610,2015/5/19 16:36,31.2,329.4,-22.5,3.669,3.657,34,32,14.15,42.56
2012032,2015/5/20 13:00,31.2,329.6,-22.5,3.669,3.656,34,32,14.17,42.61
9373410,2015/5/21 17:23,31.2,329.6,-22.5,3.669,3.657,34,32,14.2,42.68
7529207,2015/5/22 15:54,31.2,329.6,-22.5,3.669,3.657,34,32,14.21,42.72
3669573,2015/5/26 18:06,31.6,329.6,-22.5,3.669,3.657,34,32,14.23,42.78
1986133,2015/5/27 17:19,31.6,329.6,-22.5,3.669,3.656,34,32,14.24,42.83
6948821,2015/5/28 18:17,31.6,329.6,-22.5,3.669,3.656,34,32,14.26,42.88
3614527,2015/5/29 18:19,31.6,329.6,-22.5,3.67,3.658,34,32,14.28,42.93
4136508,2015/6/1 17:36,31.6,329.6,-22.5,3.669,3.657,34,32,14.3,42.99
3086685,2015/6/2 17:50,31.6,329.6,-22.5,3.669,3.658,34,32,14.31,43.04
1646115,2015/6/3 17:52,31.6,329.6,-22.5,3.67,3.658,34,32,14.33,43.08
2774472,2015/6/4 18:05,31.6,329.6,-22.5,3.67,3.657,34,32,14.35,43.14
9846685,2015/6/5 18:44,31.6,329.6,-22.5,3.67,3.657,34,32,14.36,43.19
8226298,2015/6/8 18:28,31.6,329.7,-22.5,3.67,3.658,34,32,14.38,43.24
2451482,2015/6/9 17:35,32,329.7,-22.5,3.67,3.657,34,32,14.4,43.29
1973215,2015/6/10 18:24,32,329.7,-22.5,3.67,3.658,34,32,14.41,43.34
1279402,2015/6/11 17:50,32,329.7,-22.5,3.671,3.658,34,32,14.43,43.39
7508235,2015/6/16 17:00,32,329.7,-22.5,3.67,3.658,34,32,14.46,43.46
3413837,2015/6/17 17:46,32,329.7,-22.5,3.671,3.657,34,32,14.47,43.51
8101955,2015/6/18 17:56,32,329.7,-22.5,3.671,3.659,34,32,14.49,43.56
5102547,2015/6/19 17:40,32,329.7,-22.5,3.671,3.659,34,32,14.51,43.61
5636445,2015/6/22 17:33,32,329.7,-22.5,3.672,3.658,34,32,14.52,43.66
9979037,2015/6/23 18:04,32,329.7,-22.5,3.672,3.659,34,32,14.54,43.71
8350412,2015/6/24 17:47,32,329.7,-22.5,3.671,3.659,34,32,14.56,43.76
8738836,2015/6/26 12:24,32,329.7,-22.5,3.672,3.658,34,32,14.57,43.81
4301228,2015/7/6 12:49,32.4,329.7,-22.5,3.672,3.659,34,32,14.59,43.86
8570311,2015/7/7 12:37,32.4,329.7,-22.5,3.672,3.659,34,32,14.6,43.91
3586411,2015/7/8 12:32,32.4,329.7,-22.5,3.672,3.659,34,32,14.62,43.96
8795078,2015/7/9 12:45,32.4,329.9,-22.5,3.672,3.659,34,32,14.64,44.03
6741360,2015/7/10 12:38,32.4,329.7,-22.5,3.672,3.66,34,32,14.66,44.08
3514859,2015/7/13 17:11,32.4,329.9,-22.5,3.672,3.659,34,32,14.67,44.13
1636865,2015/7/14 18:05,32.4,329.9,-22.5,3.672,3.66,34,32,14.69,44.18
9424700,2015/7/15 12:33,32.4,329.9,-22.5,3.673,3.66,34,32,14.71,44.23
3244147,2015/7/16 12:48,32.4,329.9,-22.5,3.673,3.66,34,32,14.72,44.28
4923767,2015/7/17 18:19,32.4,329.9,-22.5,3.672,3.661,34,32,14.74,44.32
2584531,2015/7/20 13:12,32.4,329.9,-22.5,3.673,3.66,34,32,14.76,44.37
3701503,2015/7/21 11:17,32.8,329.9,-22.5,3.673,3.66,34,32,14.77,44.42
1814207,2015/7/22 12:27,32.8,329.9,-22.5,3.673,3.66,34,32,14.79,44.47
3219175,2015/7/23 12:00,32.8,329.9,-22.5,3.673,3.66,34,32,14.81,44.52
8707146,2015/7/27 12:30,32.8,329.9,-22.5,3.673,3.66,34,32,14.83,44.59
9226641,2015/7/28 12:29,32.8,329.9,-22.5,3.673,3.661,34,32,14.84,44.64
5806483,2015/7/29 12:50,32.8,329.9,-22.5,3.673,3.66,34,32,14.87,44.69
4469845,2015/7/31 13:21,32.8,329.9,-22.5,3.674,3.661,34,32,14.88,44.74
1218571,2015/8/3 17:03,32.8,329.9,-22.5,3.673,3.661,34,32,14.89,44.79
1413774,2015/8/4 12:46,32.8,329.9,-22.5,3.674,3.661,34,32,14.92,44.84
6911510,2015/8/5 12:41,32.8,330,-22.5,3.674,3.661,34,32,14.93,44.89
8312688,2015/8/6 12:45,33.2,329.9,-22.5,3.673,3.662,34,32,14.95,44.94
3300067,2015/8/7 12:41,33.2,330,-22.5,3.674,3.661,34,32,14.96,44.99
9162594,2015/8/10 12:29,33.2,330,-22.5,3.674,3.661,34,32,14.98,45.04
3257014,2015/8/11 12:47,33.2,330,-22.5,3.675,3.662,34,32,15,45.09
5075871,2015/8/12 17:10,33.2,330,-22.5,3.675,3.662,34,32,15.02,45.15
1420415,2015/8/13 17:21,33.2,330,-22.5,3.675,3.662,34,32,15.03,45.2
6782716,2015/8/14 12:54,33.2,330,-22.5,3.674,3.662,34,32,15.05,45.25
4438961,2015/8/17 14:05,33.2,330,-22.5,3.675,3.662,34,32,15.07,45.31
7004214,2015/8/18 12:47,33.2,330.2,-22.5,3.675,3.661,34,32,15.08,45.36
5954651,2015/8/21 12:44,33.2,330,-22.5,3.675,3.662,34,32,15.1,45.41
5706503,2015/8/24 12:49,33.2,330,-22.5,3.675,3.662,34,32,15.12,45.47
1131719,2015/8/25 12:37,33.6,330,-22.5,3.675,3.662,34,32,15.14,45.52
3728340,2015/8/26 12:24,33.6,330,-22.5,3.676,3.662,34,32,15.15,45.57
9998167,2015/8/27 12:38,33.6,330.2,-22.5,3.676,3.663,34,32,15.17,45.61
2407671,2015/8/28 12:06,33.6,330.2,-22.5,3.675,3.662,34,32,15.19,45.67
2253366,2015/8/31 12:34,33.6,330,-22.5,3.675,3.663,34,32,15.2,45.72
9187633,2015/9/1 12:28,33.6,330.2,-22.5,3.675,3.662,34,32,15.23,45.77
1934640,2015/9/2 12:40,33.6,330.2,-22.5,3.676,3.663,34,32,15.24,45.82
4578343,2015/9/3 12:41,33.6,330.2,-22.5,3.677,3.663,34,32,15.25,45.87
4541949,2015/9/4 12:42,33.6,330.2,-22.5,3.676,3.663,34,32,15.28,45.92
1921311,2015/9/8 12:28,33.6,330.2,-22.5,3.676,3.664,34,32,15.29,45.97
3751236,2015/9/9 14:45,34,330.2,-22.5,3.676,3.663,34,32,15.3,46.02
2920778,2015/9/10 13:01,34,330.2,-22.5,3.676,3.664,34,32,15.33,46.09
4342521,2015/9/11 12:49,34,330.2,-22.5,3.677,3.664,34,32,15.35,46.14
4429498,2015/9/14 12:37,34,330.2,-22.5,3.677,3.663,34,32,15.36,46.18
9239932,2015/9/15 12:49,34,330.3,-22.5,3.677,3.664,34,32,15.37,46.22
6198413,2015/9/16 12:53,34,330.3,-22.5,3.677,3.664,34,32,15.39,46.28
6880401,2015/9/17 12:53,34,330.3,-22.5,3.677,3.664,34,32,15.41,46.33
4830439,2015/9/18 12:55,34,330.3,-22.5,3.677,3.665,34,32,15.43,46.38
2326907,2015/9/21 12:43,34,330.2,-22.5,3.677,3.664,34,32,15.44,46.43
5577655,2015/9/22 12:59,34,330.3,-22.5,3.677,3.664,34,32,15.46,46.48
8522652,2015/9/23 12:47,34,330.3,-22.5,3.677,3.664,34,32,15.48,46.53
4469933,2015/9/24 12:49,34.4,330.3,-22.5,3.678,3.665,34,32,15.5,46.6
6991114,2015/9/28 13:12,34.4,330.3,-22.5,3.678,3.664,34,33,15.51,46.65
7817917,2015/9/29 12:49,34.4,330.3,-22.5,3.678,3.665,34,33,15.53,46.7
5045622,2015/9/30 13:00,34.4,330.3,-22.5,3.678,3.666,34,33,15.55,46.75
7614796,2015/10/1 15:11,34.4,330.3,-22.5,3.679,3.666,34,33,15.56,46.8
5357155,2015/10/1 15:15,34.4,330.3,-22.5,3.679,3.666,34,33,15.58,46.85
2323371,2015/10/2 13:14,34.4,330.3,-22.5,3.678,3.666,34,33,15.6,46.9
9014128,2015/4/10 12:53,34.4,330.3,-22.5,3.679,3.665,34,33,15.61,46.95
2401306,2015/4/10 16:07,34.4,330.5,-22.5,3.679,3.665,34,33,15.64,47
4442463,2015/4/22 12:16,34.4,330.5,-22.5,3.679,3.665,34,33,15.65,47.05
1004821,2015/4/22 16:24,34.8,330.5,-22.5,3.678,3.666,34,33,15.66,47.1
4872813,2015/4/23 16:51,34.8,330.5,-22.5,3.679,3.666,34,33,15.69,47.17
4276377,2015/4/24 12:00,34.8,330.3,-22.5,3.679,3.665,34,33,15.71,47.22
8366487,2015/4/24 16:50,34.8,330.5,-22.5,3.679,3.666,34,33,15.72,47.27
4483998,2015/4/27 16:50,34.8,330.5,-22.5,3.679,3.667,34,33,15.74,47.32
5603144,2015/4/28 14:19,34.8,330.5,-22.5,3.68,3.666,34,33,15.75,47.37
9501475,2015/4/29 13:16,34.8,330.5,-22.5,3.679,3.666,34,33,15.77,47.42
4513783,2015/4/29 17:10,34.8,330.5,-22.5,3.68,3.666,34,33,15.79,47.47
5582046,2015/4/30 13:31,34.8,330.5,-22.5,3.68,3.667,34,33,15.8,47.51
5098316,2015/5/4 11:54,34.8,330.5,-22.5,3.68,3.667,34,33,15.82,47.56
2169165,2015/5/5 12:48,34.8,330.5,-22.5,3.681,3.666,34,33,15.84,47.61
4186453,2015/5/6 12:54,35.2,330.5,-22.5,3.681,3.667,34,33,15.85,47.66
3235843,2015/5/7 12:59,35.2,330.5,-22.5,3.68,3.668,34,33,15.87,47.73
7316241,2015/5/7 16:08,35.2,330.7,-22.5,3.68,3.668,34,33,15.89,47.78
4137720,2015/5/8 11:59,35.2,330.5,-22.5,3.681,3.667,34,33,15.91,47.83
1833836,2015/5/8 17:03,35.2,330.7,-22.5,3.68,3.668,34,33,15.92,47.88
6061059,2015/5/13 13:02,35.2,330.7,-22.5,3.68,3.668,34,33,15.94,47.93
9218685,2015/5/14 12:32,35.2,330.7,-22.5,3.681,3.668,34,33,15.96,47.98
4008318,2015/5/14 18:10,35.2,330.7,-22.5,3.681,3.668,34,33,15.97,48.03
1390433,2015/5/15 16:14,35.2,330.7,-22.5,3.681,3.668,34,33,15.99,48.08
3634959,2015/5/18 12:49,35.2,330.7,-22.5,3.682,3.668,34,33,16.01,48.13
9245348,2015/5/18 18:18,35.2,330.7,-22.5,3.682,3.669,34,33,16.02,48.18
4800886,2015/5/26 12:29,35.6,330.7,-22.5,3.681,3.668,34,33,16.04,48.23
3316682,2015/5/27 12:47,35.6,330.7,-22.5,3.682,3.668,34,33,16.07,48.3
2726710,2015/5/27 17:33,35.6,330.8,-22.5,3.681,3.669,34,33,16.08,48.35
2549645,2015/5/28 13:44,35.6,330.7,-22.5,3.682,3.668,34,33,16.1,48.4
2232233,2015/5/28 17:17,35.6,330.8,-22.5,3.682,3.668,34,33,16.11,48.45
6121924,2015/5/29 12:42,35.6,330.7,-22.5,3.682,3.669,34,33,16.13,48.5
9672364,2015/6/1 12:36,35.6,330.7,-22.5,3.682,3.669,34,33,16.15,48.55
5414014,2015/6/2 16:55,35.6,330.8,-22.5,3.682,3.669,34,33,16.16,48.6
8241612,2015/6/2 20:18,35.6,330.8,-22.5,3.682,3.669,35,33,16.18,48.65
6856434,2015/6/3 12:50,35.6,330.8,-22.5,3.682,3.668,34,33,16.2,48.7
6617960,2015/6/22 11:52,36,330.8,-22.5,3.682,3.67,35,33,16.21,48.75
3493064,2015/6/22 16:23,36,330.8,-22.5,3.683,3.67,35,33,16.23,48.8
1420142,2015/6/23 11:59,36,330.8,-22.5,3.683,3.67,35,33,16.25,48.86
7232597,2015/6/24 16:10,36,330.8,-22.5,3.683,3.669,35,33,16.26,48.89
4031436,2015/6/25 12:02,36,330.8,-22.5,3.684,3.671,35,33,16.28,48.96
3890573,2015/7/6 12:16,36,330.8,-22.5,3.683,3.67,35,33,16.3,49.01
5957528,2015/7/7 10:53,36,330.8,-22.5,3.684,3.671,35,33,16.32,49.06
3610877,2015/7/9 12:18,36,330.8,-22.5,3.684,3.67,35,33,16.33,49.11
3148040,2015/7/10 11:59,36,330.8,-22.5,3.684,3.67,35,33,16.35,49.18
5129256,2015/7/10 19:00,36,330.8,-22.5,3.684,3.671,35,33,16.38,49.23
2025999,2015/7/13 13:10,36,331,-22.5,3.684,3.67,35,33,16.38,49.26
7326590,2015/7/14 12:43,36.4,330.8,-22.5,3.685,3.671,35,33,16.4,49.31
9545869,2015/7/15 12:40,36.4,331,-22.5,3.685,3.671,35,33,16.43,49.37
3022582,2015/7/15 18:24,36.4,331,-22.5,3.685,3.67,35,33,16.44,49.42
1651791,2015/7/16 13:24,36.4,331,-22.5,3.685,3.671,35,33,16.45,49.47
6848580,2015/7/21 12:42,36.4,331,-22.5,3.685,3.671,35,33,16.47,49.52
8780486,2015/7/22 16:57,36.4,331,-22.5,3.686,3.671,35,33,16.49,49.57
5918314,2015/7/23 12:01,36.4,331,-22.5,3.685,3.671,35,33,16.5,49.62
3300228,2015/7/23 19:28,36.4,331,-22.5,3.685,3.671,35,33,16.52,49.68
2028042,2015/7/24 11:44,36.4,331,-22.5,3.686,3.671,35,33,16.54,49.73
4345273,2015/7/24 16:06,36.4,331,-22.5,3.685,3.672,35,33,16.56,49.79
8822866,2015/8/13 15:58,36.8,331,-22.5,3.685,3.672,35,33,16.57,49.83
9034274,2015/8/14 12:55,36.8,331.1,-22.5,3.686,3.672,35,33,16.59,49.88
9407595,2015/8/14 16:37,36.8,331.1,-22.5,3.685,3.672,35,33,16.61,49.93
4656787,2015/8/17 13:37,36.8,331.1,-22.5,3.686,3.672,35,33,16.63,49.99
6543711,2015/8/18 11:09,36.8,331,-22.5,3.686,3.672,35,33,16.64,50.04
5346091,2015/8/19 16:43,36.8,331,-22.5,3.686,3.672,35,33,16.66,50.09
8612115,2015/8/27 13:16,36.8,331.1,-22.5,3.686,3.673,35,33,16.68,50.14
1022066,2015/8/28 11:39,36.8,331.1,-22.5,3.686,3.673,35,33,16.69,50.19
1359091,2015/8/31 12:24,36.8,331.1,-22.5,3.686,3.672,35,33,16.71,50.24
2863191,2015/8/31 16:05,36.8,331.1,-22.5,3.686,3.672,35,33,16.73,50.29
9623794,2015/9/1 12:37,36.8,331.1,-22.5,3.687,3.673,35,33,16.75,50.36
7367338,2015/9/2 12:40,37.2,331.1,-22.5,3.687,3.674,35,33,16.76,50.41
6732728,2015/9/3 16:05,37.2,331.1,-22.5,3.687,3.674,35,33,16.79,50.46
5275056,2015/9/4 11:12,37.2,331.1,-22.5,3.687,3.673,35,33,16.8,50.51
5098049,2015/9/4 15:35,37.2,331.1,-22.5,3.687,3.673,35,33,16.81,50.56
1759878,2015/9/4 18:06,37.2,331.3,-22.5,3.688,3.673,35,33,16.83,50.61
2721803,2015/9/8 12:25,37.2,331.3,-22.5,3.687,3.673,35,33,16.85,50.66
3796312,2015/9/10 13:28,37.2,331.3,-22.5,3.688,3.674,35,33,16.86,50.7
2561734,2015/9/10 15:48,37.2,331.1,-22.5,3.688,3.674,35,33,16.88,50.75
8362530,2015/9/11 12:52,37.2,331.3,-22.5,3.689,3.674,35,33,16.9,50.8
6965708,2015/9/11 13:26,37.2,331.3,-22.5,3.689,3.674,35,33,16.91,50.85
3817883,2015/9/18 11:05,37.2,331.3,-22.5,3.688,3.675,35,33,16.94,50.93
6547511,2015/9/22 12:19,37.6,331.3,-22.5,3.688,3.674,35,33,16.95,50.97
